baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
ENSG00000014919	10.07365113	-0.920206885	0.483568487	-1.902950483	0.057047007	0.159950504
ENSG00000015133	39.32588953	-0.776742084	0.295387055	-2.629573881	0.008549195	0.047687408
ENSG00000015153	32.37695829	-0.43153864	0.18770466	-2.29902998	0.021503237	0.085895404
ENSG00000015171	31.49732496	-0.201569113	0.315133815	-0.639630227	0.522413027	0.667182207
ENSG00000015285	14.42912371	-0.854401491	0.326997419	-2.61286922	0.008978565	0.049354671
ENSG00000015475	76.88647928	-0.486988468	0.159505153	-3.053120602	0.002264749	0.01968732
ENSG00000015479	474.9172554	0.121074663	0.142051731	0.852327971	0.394032086	0.554261688
ENSG00000015520	0.056318875	-0.5833549	5.053255166	-0.11544141	0.908095258	NA
ENSG00000015532	10.6732448	0.194234554	0.311079753	0.624388287	0.532372616	0.675004143
ENSG00000015676	5.210237813	-0.527441917	0.412804478	-1.277703964	0.201353827	0.359493489
ENSG00000016391	0.043740315	-0.812782753	5.053079135	-0.160849005	0.872212327	NA
ENSG00000016402	0.028328696	-0.080920427	5.053451674	-0.016012902	0.987224099	NA
ENSG00000016490	0.940648435	-0.948503516	0.737748088	-1.285673975	0.198556868	0.356062408
ENSG00000016864	10.74619368	-1.454790567	0.60677943	-2.397560785	0.016504642	0.072819727
ENSG00000017260	359.2362576	0.70324319	0.228404402	3.078938869	0.002077393	0.018541129
ENSG00000017427	0.10956182	-1.341510647	5.052229968	-0.265528421	0.790602418	NA
ENSG00000017483	10.32244607	0.019810788	0.464862156	0.042616479	0.966007259	0.978307222
ENSG00000017621	5.977077561	-0.203939632	0.402501665	-0.506680218	0.612379213	0.738137913
ENSG00000017797	35.77403391	-0.160003647	0.208727624	-0.766566704	0.443339178	0.597430407
ENSG00000018189	6.21086956	-1.381871067	0.679079396	-2.034918266	0.041859098	0.131847136
ENSG00000018280	33.77312881	0.006163791	0.518988961	0.011876536	0.990524118	0.994265795
ENSG00000018408	0.385803741	-0.244903106	1.389731925	-0.176223271	0.860118539	NA
ENSG00000018510	9.723172681	-0.524525689	0.547096999	-0.958743495	0.337687981	0.501364809
ENSG00000018610	4.345064197	-1.418091524	0.662147021	-2.14165658	0.032221127	0.111755983
ENSG00000018625	0.058001445	-0.68873128	4.2902488	-0.160534112	0.872460353	NA
ENSG00000018699	26.09448171	-0.221174854	0.292586063	-0.755930926	0.449690611	0.603164233
ENSG00000018869	3.570786157	-1.134938427	0.516912118	-2.195611958	0.02811973	0.102040931
ENSG00000019102	1.665923314	0.089182634	0.398616092	0.223730642	0.822966901	0.887650278
ENSG00000019144	0.128567482	-0.449153176	2.450947101	-0.183256985	0.854596384	NA
ENSG00000019169	3.962214455	-1.246424779	0.735152921	-1.695463275	0.089987571	0.214109622
ENSG00000019485	0.120785788	0.139342109	2.97965791	0.046764465	0.96270095	NA
ENSG00000019582	1770.539246	-1.105874211	0.244265436	-4.527346268	5.97E-06	0.000253026
ENSG00000019991	2.150868921	-0.556490721	1.161838542	-0.47897423	0.631956962	0.753515618
ENSG00000019995	8.563552341	-0.143104213	0.451291517	-0.317099275	0.751168275	0.838482488
ENSG00000020129	0.650432084	-0.987627431	1.043426606	-0.946523143	0.343881824	0.507339594
ENSG00000020256	1.078444699	-1.37910518	0.753311253	-1.830724254	0.067141711	0.177365767
ENSG00000020426	23.4668188	-0.406241643	0.285615677	-1.422336642	0.154928546	0.302711547
ENSG00000020577	4.787785106	2.010310135	0.36146128	5.561619582	2.67E-08	3.91E-06
ENSG00000020633	2.87020624	-0.764205173	0.644671921	-1.185417184	0.235852541	0.398107908
ENSG00000020922	32.77425202	-0.40933368	0.379550128	-1.078470669	0.280823764	0.446080267
ENSG00000021300	3.998144419	-1.87036906	0.531806021	-3.5170137	0.000436431	0.006264982
ENSG00000021355	945.2849479	0.217831709	0.084930647	2.564818666	0.010322974	0.053729462
ENSG00000021488	0.069296681	-0.631183618	5.05328321	-0.124905649	0.900598246	NA
ENSG00000021574	17.08726833	0.435228083	0.347196436	1.25354997	0.210005625	0.369404901
ENSG00000021645	0.037868042	-0.593980367	5.053158664	-0.117546352	0.906427115	NA
ENSG00000021762	1.574051763	-1.461907708	0.85646946	-1.706899984	0.087840644	0.210500678
ENSG00000021776	35.56606638	-0.86232634	0.439649705	-1.961394105	0.049833067	0.146799753
ENSG00000021852	0.052089049	0	5.053481659	0	1	NA
ENSG00000022267	408.4475591	0.285527585	0.179765246	1.588335854	0.112210414	0.246193313
ENSG00000022277	170.2933514	-0.342199453	0.126124456	-2.713188733	0.006663914	0.040601607
ENSG00000022355	0.066302018	-0.301700046	5.053481658	-0.059701423	0.952393438	NA
ENSG00000022556	1.571866359	-1.087874409	0.961327954	-1.131637132	0.257787022	0.421309179
ENSG00000022567	0.569585556	-0.752222818	0.74418133	-1.010805818	0.312109378	NA
ENSG00000022840	302.5134308	0.013287287	0.226475044	0.058669983	0.953214968	0.970178996
ENSG00000022976	1.770080195	-0.385398091	0.850768222	-0.453000102	0.650548668	0.767988193
ENSG00000023041	15.15127707	-1.099612679	0.527651608	-2.083974846	0.037162455	0.122498852
ENSG00000023171	0.394786846	-1.400933256	1.807054065	-0.775258075	0.438187177	NA
ENSG00000023191	240.3920921	-0.457978524	0.159120565	-2.878185632	0.003999697	0.028760429
ENSG00000023228	36.15921257	-0.060653412	0.32536232	-0.186418058	0.852116932	0.905064605
ENSG00000023287	32.39731831	-0.423927703	0.357611077	-1.185443434	0.235842167	0.398107908
ENSG00000023318	94.00101533	-0.182437775	0.275363268	-0.6625349	0.507628476	0.654015663
ENSG00000023330	16.10572734	-0.995614497	0.442504347	-2.24995416	0.024451855	0.093063507
ENSG00000023445	18.9233843	-1.288793726	0.387062196	-3.329681221	0.000869455	0.010330959
ENSG00000023516	4.158915001	-0.726243951	0.538453322	-1.348759347	0.177414276	0.331052377
ENSG00000023572	2.352491948	-1.31502139	0.579060048	-2.270958591	0.023149485	0.090131128
ENSG00000023608	3.453973707	-0.481826427	0.543069214	-0.887228394	0.374955948	0.536960503
ENSG00000023697	674.0408116	0.255088996	0.116993843	2.180362565	0.029230597	0.104483075
ENSG00000023734	501.1969882	0.027867161	0.130417224	0.213676998	0.83079895	0.892393323
ENSG00000023839	0.772354887	-1.288909461	1.416888785	-0.909675815	0.362993502	0.524691004
ENSG00000023892	11.18365514	-0.953972556	0.554339063	-1.720918872	0.085265546	0.206843497
ENSG00000023902	378.6540042	-0.004154823	0.169513107	-0.024510337	0.980445538	0.987965977
ENSG00000023909	47.54492851	0.031353412	0.346311224	0.090535362	0.927861794	0.954474758
ENSG00000024048	59.48713291	-0.462407428	0.310396173	-1.489733019	0.136294449	0.278690923
ENSG00000024422	5.527675282	0.298531407	0.325704729	0.916570686	0.359367651	0.521153845
ENSG00000024526	2.777083032	0.007170709	0.643464506	0.011143907	0.991108632	0.994623494
ENSG00000024862	33.00592702	-0.553313596	0.237069647	-2.333970641	0.019597259	0.080907894
ENSG00000025039	4.005017649	-1.612025865	0.559683349	-2.880246246	0.003973647	0.028625926
ENSG00000025156	8.60200659	-0.962432565	0.719507833	-1.33762625	0.181018303	0.33514901
ENSG00000025293	78.58716131	-0.43030436	0.203990727	-2.109430982	0.034907398	0.117538593
ENSG00000025423	0.220356967	-1.590911236	1.963925788	-0.81006688	0.417901738	NA
ENSG00000025434	4.088275674	0.147497603	0.664849489	0.221851118	0.824429784	0.888572367
ENSG00000025708	17.11584494	-1.566062925	0.714423339	-2.192065741	0.02837476	0.10255261
ENSG00000025770	7.991253917	-1.436654278	0.656132354	-2.189579996	0.028554711	0.102938666
ENSG00000025772	8.968855212	-1.337731003	0.452966595	-2.953266349	0.003144305	0.024656753
ENSG00000025796	60.28669056	-0.669626853	0.240349238	-2.786057736	0.005335337	0.035057775
ENSG00000025800	11.31225258	-0.292697748	0.426385861	-0.686462135	0.492421734	0.640422126
ENSG00000026025	156.9994128	-1.008240457	0.241924051	-4.167590838	3.08E-05	0.000869376
ENSG00000026103	7.181170486	-0.631234257	0.697680463	-0.904761264	0.365591877	0.52758581
ENSG00000026297	15.41870031	-1.575808216	0.270780799	-5.819497613	5.90E-09	1.30E-06
ENSG00000026508	75.73330768	-1.112421929	0.326821598	-3.403758923	0.000664654	0.008516031
ENSG00000026559	0.039815838	-0.551947408	5.053291522	-0.109225325	0.913023774	NA
ENSG00000026652	2.006093239	-1.5710791	0.674311117	-2.329902415	0.019811309	0.081491767
ENSG00000026751	9.096194252	-1.378984241	0.524385005	-2.629717148	0.008545594	0.047687408
ENSG00000026950	27.57831968	-0.288793818	0.237620463	-1.215357524	0.224229761	0.384864117
ENSG00000027001	5.014788681	-0.579287713	0.731388023	-0.792038828	0.428338036	0.584379034
ENSG00000027075	11.98168433	-1.553147902	0.480561221	-3.231945975	0.001229503	0.01308039
ENSG00000027644	0.071371366	0	5.053481658	0	1	NA
ENSG00000027697	145.4288156	0.390797119	0.227709082	1.716212265	0.086123199	0.207661877
ENSG00000027847	2.813189413	0.214245862	0.56896317	0.376554887	0.706504419	0.807097176
ENSG00000027869	11.7423677	-0.688562392	0.35883248	-1.918896507	0.054997433	0.155961674
ENSG00000028116	94.31197248	0.105550964	0.178925213	0.589916659	0.555246525	0.692117658
ENSG00000028137	7.089526073	-1.030635238	0.704256632	-1.463437036	0.143347831	0.287926961
ENSG00000028203	59.45579995	0.612085042	0.252295965	2.426059576	0.015263764	0.069047206
ENSG00000028277	9.183169848	-1.668411822	0.504653874	-3.306051752	0.000946206	0.011008002
ENSG00000028310	5.923673146	-1.225346998	0.573726211	-2.135769597	0.032698198	0.112642114
ENSG00000028528	147.9196671	-0.44626368	0.17677102	-2.524529649	0.011585323	0.057385955
ENSG00000028839	395.5739962	0.144037213	0.148733533	0.968424606	0.332832355	0.496741882
ENSG00000029153	1.598200131	0.736272345	0.880755863	0.835955087	0.40318017	0.562863588
ENSG00000029363	60.74623	-0.729964487	0.293928238	-2.483478599	0.013010615	0.062080223
ENSG00000029364	6.929654329	0.649029746	0.380271905	1.706751768	0.087868201	0.210523566
ENSG00000029534	255.7959001	0.85505503	0.199078329	4.295068359	1.75E-05	0.00056541
ENSG00000029639	10.00989343	-1.323257384	0.595532385	-2.221973846	0.026285073	0.097532553
ENSG00000029725	16.70586108	-1.412191617	0.363553386	-3.884413321	0.000102577	0.002196582
ENSG00000029993	2.814273909	0.391310609	0.792804631	0.493577602	0.621604522	0.745568329
ENSG00000030066	25.08043296	-0.784967445	0.566779004	-1.384962109	0.166064054	0.317154674
ENSG00000030110	14.36544816	-0.501417581	0.295850663	-1.694833385	0.090107032	0.21424951
ENSG00000030304	0.035592348	0	5.053481658	0	1	NA
ENSG00000030419	1.163184439	-1.61020087	0.8216574	-1.959698617	0.050031027	0.147271593
ENSG00000030582	215.5858811	-0.233648015	0.248314808	-0.940934683	0.346738333	0.509624619
ENSG00000031003	75.32374531	0.069191322	0.22298633	0.310294009	0.756337387	0.842600927
ENSG00000031081	1.003656531	-1.161709666	1.112888443	-1.043868928	0.296546036	0.462049074
ENSG00000031544	0.086591719	-0.786330806	4.058295323	-0.193758892	0.846364676	NA
ENSG00000031691	3.510479724	0.005917676	0.686399378	0.008621331	0.993121258	0.99550415
ENSG00000031698	95.19458985	-0.887673307	0.255015196	-3.480864355	0.000499799	0.006884406
ENSG00000031823	12.60349286	-0.88462733	0.358847455	-2.465190479	0.013694043	0.064319041
ENSG00000032219	75.26057534	-0.85150055	0.322346911	-2.641565719	0.00825238	0.046792833
ENSG00000032389	11.74860844	-1.125184206	0.453027815	-2.483697841	0.013002608	0.06207697
ENSG00000032444	11.31609263	-0.858059469	0.429500715	-1.997806849	0.045737605	0.139236699
ENSG00000032742	63.54401931	-0.195092134	0.265745406	-0.734131728	0.462868458	0.615683505
ENSG00000033011	3.744362879	-1.485218418	0.790150029	-1.879666346	0.060153565	0.165035483
ENSG00000033030	8.70279479	-0.569743495	0.587831118	-0.9692299	0.332430496	0.496254442
ENSG00000033050	18.22978168	-1.061448683	0.505280131	-2.100713283	0.035666143	0.11904326
ENSG00000033100	0.729720802	0.19596596	0.677392183	0.289294687	0.772355878	0.853856366
ENSG00000033122	0.197626139	-0.924905262	2.341666065	-0.394977437	0.692859539	NA
ENSG00000033170	60.16380787	0.350103048	0.209704017	1.669510453	0.095016261	0.220773076
ENSG00000033178	19.20839365	-0.446209108	0.510352229	-0.874315977	0.381946201	0.542680153
ENSG00000033327	2.259725735	0.360545318	0.469749658	0.767526514	0.442768535	0.597030298
ENSG00000033627	89.15537944	0.981769998	0.258095606	3.80390047	0.000142435	0.002837061
ENSG00000033800	144.9307556	-0.238515928	0.210877665	-1.131063017	0.258028569	0.42134373
ENSG00000033867	7.639823763	-0.550887366	0.47771856	-1.153162995	0.248843489	0.412107376
ENSG00000034053	4.302348481	0.358232244	0.601779433	0.59528828	0.551650789	0.689619936
ENSG00000034063	0.669917872	-0.679851478	1.075711624	-0.63200161	0.527385825	0.67111396
ENSG00000034152	257.7484856	0.4068353	0.211584549	1.922802504	0.054504858	0.155022401
ENSG00000034510	591.1504981	-0.849019938	0.200022238	-4.244627721	2.19E-05	0.000666677
ENSG00000034533	2.109154899	-0.842186296	0.673507226	-1.250448791	0.211135651	0.370604719
ENSG00000034677	13.44050096	-0.549891319	0.299462692	-1.836259853	0.066319234	0.176041682
ENSG00000034693	13.74102154	-0.401551775	0.422519106	-0.950375424	0.341921527	0.505723782
ENSG00000034713	1066.800631	0.053613231	0.069821796	0.767858082	0.442571503	0.59697116
ENSG00000035115	11.8533522	-1.055600505	0.437481129	-2.412905234	0.015825934	0.070694634
ENSG00000035141	2.959882429	-0.905271752	0.394680229	-2.293684065	0.021808653	0.086647293
ENSG00000035403	9554.664127	1.328138495	0.207616933	6.397062489	1.58E-10	8.42E-08
ENSG00000035499	2.127813714	0.076033629	0.880293422	0.086373051	0.931169869	0.95636315
ENSG00000035664	4.457824923	0.546828486	0.384072382	1.423764143	0.154514759	0.302458825
ENSG00000035681	19.53060884	-0.689646686	0.550938978	-1.251766008	0.21065514	0.370095076
ENSG00000035687	22.10993406	-0.463774442	0.400383796	-1.158324703	0.246731554	0.409770644
ENSG00000035720	15.02527174	-1.238419204	0.544334723	-2.275106021	0.022899571	0.089474858
ENSG00000035862	0.1616461	-0.937358219	1.868962201	-0.50153942	0.615991542	NA
ENSG00000035928	49.06464489	-1.23487873	0.255841757	-4.826728621	1.39E-06	7.84E-05
ENSG00000036054	170.2629345	0.491153531	0.176049742	2.789856577	0.005273139	0.034812844
ENSG00000036257	23.9923025	-1.091270271	0.404045966	-2.700856744	0.006916112	0.041653012
ENSG00000036448	13.21430391	0.603470948	0.514291301	1.173402985	0.240634241	0.403079591
ENSG00000036549	14.64239228	-0.444190274	0.360989223	-1.230480705	0.218517148	0.378260946
ENSG00000036565	0.173337881	-0.859650817	1.928485806	-0.445764659	0.655767253	NA
ENSG00000036672	0.073157969	-0.196670664	5.051094446	-0.038936248	0.968941217	NA
ENSG00000037042	16.88805685	0.126290737	0.365319558	0.34569936	0.729568665	0.823445933
ENSG00000037241	8.351563886	-0.741336777	0.32179226	-2.303774418	0.02123531	0.085320702
ENSG00000037280	0.123962427	-1.56819555	3.895946763	-0.402519758	0.68730155	NA
ENSG00000037474	14.71478515	-1.018715466	0.555548771	-1.833710233	0.066697019	0.176590024
ENSG00000037637	10.29930415	-0.525136685	0.361774248	-1.451559052	0.146624251	0.292448097
ENSG00000037749	1.188093954	-0.393370371	0.562012568	-0.699931627	0.483970005	0.633162951
ENSG00000037757	0.752660761	-1.316212185	1.077166992	-1.221920273	0.221737778	0.38232681
ENSG00000037897	2.193025945	-1.54707705	0.785029379	-1.970725034	0.048755336	0.144596548
ENSG00000038002	14.85357488	-0.375965085	0.550614947	-0.682809442	0.494727263	0.64249152
ENSG00000038210	10.21466827	0.033528245	0.275911274	0.121518212	0.90328059	0.938214332
ENSG00000038219	58.65009445	-0.994768128	0.339113073	-2.93344081	0.003352276	0.025701513
ENSG00000038274	141.6599066	-0.611802069	0.169968553	-3.599501539	0.000318828	0.005057984
ENSG00000038295	0.049173315	0	5.053481658	0	1	NA
ENSG00000038358	6.469825844	-0.908738334	0.630469295	-1.441368107	0.149480716	0.295819613
ENSG00000038382	7.851631021	-0.776289743	0.51206021	-1.516012625	0.12951616	0.269484891
ENSG00000038427	50.8249664	-0.146231394	0.589645586	-0.247998794	0.80413534	0.874564601
ENSG00000038532	22.12072229	0.026526492	0.291757668	0.090919606	0.927556472	0.954244634
ENSG00000038945	1.08921542	0.185254481	0.888206618	0.208571381	0.834782854	0.895251913
ENSG00000039068	0.30739619	-1.512976458	1.863368096	-0.811957907	0.416815785	NA
ENSG00000039123	47.78254418	-0.928632084	0.391262253	-2.373426206	0.017623914	0.075784776
ENSG00000039319	7.820801245	-0.667575622	0.576770276	-1.15743763	0.247093607	0.41019714
ENSG00000039523	8.797901589	-1.599577877	0.499394034	-3.203037619	0.001359862	0.013922512
ENSG00000039560	0.259212456	-0.578151862	1.965320011	-0.294176958	0.768622687	NA
ENSG00000039650	13.76570135	-1.453406326	0.442133042	-3.287260145	0.001011673	0.011573859
ENSG00000039987	2.925746726	0.195884654	0.631867214	0.310009207	0.756553955	0.842601338
ENSG00000040199	0.994685816	0.590132959	0.956188971	0.617171894	0.537121352	0.678261459
ENSG00000040275	11.48837788	-0.197787493	0.435427814	-0.45423716	0.64965814	0.767407857
ENSG00000040341	185.9770495	-0.068743614	0.130081763	-0.528464658	0.597176871	0.725121193
ENSG00000040487	5.7709572	-1.09309533	0.542932989	-2.013315365	0.044081463	0.136205197
ENSG00000040531	66.30763121	0.227834126	0.200187006	1.138106467	0.255076028	0.418795223
ENSG00000040633	3.178316241	-0.689022876	0.425312049	-1.620040809	0.105223511	0.23605507
ENSG00000040731	0.42162723	0.977903054	1.326934393	0.736964132	0.461144162	NA
ENSG00000040933	7.120797571	-1.831127938	0.713927788	-2.56486436	0.010321615	0.053729462
ENSG00000041353	476.4892142	0.527160981	0.108721464	4.848729623	1.24E-06	7.16E-05
ENSG00000041357	117.885025	-0.933394647	0.261981856	-3.562821716	0.00036689	0.00560262
ENSG00000041515	0.073917123	-1.308483388	5.052451972	-0.258979877	0.795650767	NA
ENSG00000041802	14.70369619	-0.625895941	0.429754222	-1.456404403	0.145280859	0.290888684
ENSG00000041880	6.859809019	0.059609101	0.573600911	0.103920863	0.917232151	0.946788939
ENSG00000041982	0.046625696	-0.434636476	5.053447472	-0.086007914	0.931460126	NA
ENSG00000041988	3.073178269	-1.745139439	0.557763764	-3.128814656	0.00175513	0.016575911
ENSG00000042062	11.42034373	0.320117767	0.259773943	1.2322936	0.21783943	0.377441999
ENSG00000042088	12.96213505	-1.034711423	0.556629579	-1.858886882	0.063043174	0.170309794
ENSG00000042286	0.928591599	-1.678127232	1.148404533	-1.46126838	0.143941804	0.288723206
ENSG00000042304	0.062368482	-0.473579764	2.927898679	-0.16174732	0.871504839	NA
ENSG00000042317	4.265890984	-0.401116365	0.657644581	-0.609928792	0.541908979	0.682464431
ENSG00000042429	5.157294668	-1.174183486	0.648042437	-1.811892894	0.070002748	0.182085011
ENSG00000042445	0.962182206	-0.852565582	0.9629901	-0.885331616	0.375977803	0.537710151
ENSG00000042493	80.20271826	-0.789536166	0.349167431	-2.26119648	0.023747093	0.091755126
